activity_id,assay_chembl_id,assay_type,bao_endpoint,bao_format,bao_label,canonical_smiles,document_chembl_id,document_year,molecule_chembl_id,parent_molecule_chembl_id,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_type,standard_units,standard_value,target_chembl_id,target_organism,target_tax_id,type,units,uo_units,value
31864,872937,B,190,218,organism-based format,Cc1ccc2oc(-c3cccc(N4C(=O)c5ccc(C(=O)O)cc5C4=O)c3)nc2c1,1146658,2004,324340,324340,0,http://www.openphacts.org/units/Nanomolar,208970,=,1,1,=,IC50,nM,2500.0,3921,Homo sapiens,9606,IC50,uM,65,2.5
31866,872937,B,190,218,organism-based format,COc1ccccc1-c1ccc2oc(-c3ccc(OC)c(N4C(=O)c5ccc(C(=O)O)cc5C4=O)c3)nc2c1,1146658,2004,109600,109600,0,http://www.openphacts.org/units/Nanomolar,208987,=,1,1,=,IC50,nM,9000.0,3921,Homo sapiens,9606,IC50,uM,65,9.0
31868,760688,B,190,357,single protein format,Cc1nc2cc(OC[C@H](O)CN3CCN(CC(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)CC3)ccc2s1,1148425,2004,357278,357278,0,http://www.openphacts.org/units/Nanomolar,297547,=,1,1,=,IC50,nM,4000.0,4632,Rattus norvegicus,10116,IC50,uM,65,4.0
31870,760688,B,190,357,single protein format,Cc1nc2cc(OC[C@H](O)CN3CCN(CC(=O)NCCc4ccccc4)CC3)ccc2s1,1148425,2004,357119,357119,0,http://www.openphacts.org/units/Nanomolar,297563,=,1,1,=,IC50,nM,17000.0,4632,Rattus norvegicus,10116,IC50,uM,65,17.0
31872,760688,B,190,357,single protein format,Cc1nc2cc(OC[C@H](O)CN3CCN(CC(=O)Nc4cccc(-c5ccccc5)c4)CC3)ccc2s1,1148425,2004,152968,152968,0,http://www.openphacts.org/units/Nanomolar,297580,=,1,1,=,IC50,nM,180.0,4632,Rattus norvegicus,10116,IC50,nM,65,180.0
31874,666153,A,190,357,single protein format,Cc1nc2cc(OC[C@H](O)CN3CCN(CC(=O)Nc4cccc(-c5ccccc5)c4)CC3)ccc2s1,1148425,2004,152968,152968,0,http://www.openphacts.org/units/Nanomolar,297580,=,1,1,=,IC50,nM,6000.0,3356,Homo sapiens,9606,IC50,uM,65,6.0
31875,665756,A,190,357,single protein format,Cc1nc2cc(OC[C@H](O)CN3CCN(CC(=O)Nc4cccc(-c5ccccc5)c4)CC3)ccc2s1,1148425,2004,152968,152968,0,http://www.openphacts.org/units/Nanomolar,297580,=,1,1,=,IC50,nM,37000.0,340,Homo sapiens,9606,IC50,uM,65,37.0
31876,660388,A,190,357,single protein format,Cc1nc2cc(OC[C@H](O)CN3CCN(CC(=O)Nc4cccc(-c5ccccc5)c4)CC3)ccc2s1,1148425,2004,152968,152968,0,http://www.openphacts.org/units/Nanomolar,297580,=,1,1,=,IC50,nM,24000.0,3397,Homo sapiens,9606,IC50,uM,65,24.0
31946,804854,F,190,218,organism-based format,Nc1nc(O)c2c(n1)NCC(CCOc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1)N2,1121525,1980,429345,429345,0,http://www.openphacts.org/units/MicrogramPerMilliliter,310535,=,1,1,=,IC50,ug.mL-1,0.009,357,Enterococcus faecium,1352,I50,ng ml-1,274,9.0
31948,879438,F,190,218,organism-based format,Nc1nc(O)c2c(n1)NCC(CCOc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1)N2,1121525,1980,429345,429345,0,http://www.openphacts.org/units/MicrogramPerMilliliter,310535,=,1,1,=,IC50,ug.mL-1,0.056,613075,Lacticaseibacillus casei,1582,I50,ng ml-1,274,56.0
31949,703516,F,190,218,organism-based format,Nc1nc(O)c2c(n1)NCC(CCOc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1)N2,1121525,1980,429345,429345,0,http://www.openphacts.org/units/MicrogramPerMilliliter,310535,=,1,1,=,IC50,ug.mL-1,0.064,613075,Lacticaseibacillus casei,1582,I50,ng ml-1,274,64.0
31950,686358,F,190,218,organism-based format,Cn1cnc2c1C(=O)N1CCN=C1N2Cc1ccc(Cl)cc1,1121553,1980,415997,415997,0,http://www.openphacts.org/units/MicrogramPerMilliliter,22496,=,1,1,=,IC50,ug.mL-1,2.9,369,Cavia porcellus,10141,IC50,ug ml-1,274,2.9
31964,650687,B,190,357,single protein format,CC(C)(C)NC[C@H](O)CON=C1c2ccccc2-c2ccccc21,1122110,1982,305153,305153,0,http://www.openphacts.org/units/Nanomolar,342567,=,1,1,=,IC50,nM,29.4,213,Homo sapiens,9606,IC50,nM,65,29.4
31965,652388,B,190,249,cell membrane format,CC(C)(C)NC[C@H](O)CON=C1c2ccccc2-c2ccccc21,1122110,1982,305153,305153,0,http://www.openphacts.org/units/Nanomolar,342567,=,1,1,=,IC50,nM,30.8,3373,Bos taurus,9913,IC50,nM,65,30.8
31991,733653,B,190,357,single protein format,O=C(O)c1cnc2cc(OCCOc3ccc4ccccc4c3)ccc2c1O,1122163,1982,156707,156707,0,http://www.openphacts.org/units/Nanomolar,308445,=,1,1,=,IC50,nM,1584.89,3444,Sus scrofa,9823,pI50,,65,5.8
32022,650180,B,190,19,assay format,CCOC(=O)c1cn2c(n1)sc1ccccc12,1124258,1988,279087,279087,0,http://www.openphacts.org/units/Nanomolar,26249,=,1,1,=,IC50,nM,120.0,1907607,Rattus norvegicus,10116,IC50,nM,65,120.0
32023,650180,B,190,19,assay format,CCSc1nc2nc(C(=O)c3ccccc3)cn2c2c1CCC2,1124258,1988,279969,279969,0,http://www.openphacts.org/units/Nanomolar,26275,=,1,1,=,IC50,nM,1850.0,1907607,Rattus norvegicus,10116,IC50,nM,65,1850.0
32025,650180,B,190,19,assay format,CCCc1c(OC)nc2nc(C(=O)c3ccccc3)cn2c1CC,1124258,1988,20214,20214,0,http://www.openphacts.org/units/Nanomolar,26272,=,1,1,=,IC50,nM,34.0,1907607,Rattus norvegicus,10116,IC50,nM,65,34.0
32027,650180,B,190,19,assay format,CCc1c(OC)nc2nc(C(=O)c3ccccc3)cn2c1CC,1124258,1988,277617,277617,0,http://www.openphacts.org/units/Nanomolar,26269,=,1,1,=,IC50,nM,107.0,1907607,Rattus norvegicus,10116,IC50,nM,65,107.0
32031,755012,F,190,221,tissue-based format,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](NC(=O)CNC(=O)CCC(=O)NCC(=O)N[C@H]2CC[C@@]4(O)[C@H]6Cc7ccc(O)c8c7[C@@]4(CCN6C)[C@H]2O8)CC[C@@]3(O)[C@H]1C5,1123225,1986,3350133,3350133,0,http://www.openphacts.org/units/Nanomolar,92040,=,1,1,=,IC50,nM,22.0,2095156,Homo sapiens,9606,IC50,nM,65,22.0
32049,642843,B,190,219,cell-based format,CC[N+](C)(CC)CC(=O)CCN1C(=O)CCC1=O.[I-],1123058,1985,15886,1178213,0,http://www.openphacts.org/units/Nanomolar,17693,=,1,1,=,IC50,nM,100000.0,3199,Rattus norvegicus,10116,I50,mM,65,0.1
32050,642842,B,190,221,tissue-based format,CC[N+](C)(CC)CC(=O)CCN1C(=O)CCC1=O.[I-],1123058,1985,15886,1178213,0,http://www.openphacts.org/units/Nanomolar,17693,=,1,1,=,IC50,nM,170000.0,3199,Rattus norvegicus,10116,I50,mM,65,0.17
32059,686356,F,190,218,organism-based format,CC(CCCc1cccnc1)NC(=O)c1ccc2nc3ccc(C(C)C)cc3c(=O)n2c1.Cl.Cl,1123873,1987,1202755,57825,0,http://www.openphacts.org/units/Nanomolar,98984,=,1,1,=,IC50,nM,8000.0,369,Cavia porcellus,10141,IC50,uM,65,8.0
32060,808532,B,190,19,assay format,CC(CCCc1cccnc1)NC(=O)c1ccc2nc3ccc(C(C)C)cc3c(=O)n2c1.Cl.Cl,1123873,1987,1202755,57825,0,http://www.openphacts.org/units/Nanomolar,98984,=,1,1,=,IC50,nM,1000.0,1835,Homo sapiens,9606,IC50,uM,65,1.0
32061,706332,F,190,219,cell-based format,Cl.NCCn1nc2c3c(c(NCCCNCCO)ccc31)C(=O)c1c(O)ccc(O)c1-2,1123657,1987,542565,1191461,0,http://www.openphacts.org/units/Nanomolar,35198,=,1,1,=,IC50,nM,870.0,386,Mus musculus,10090,IC50,M,65,8.7E-7
32065,706332,F,190,219,cell-based format,CN(C)CCNCCNc1ccc2c3c(nn2CCN)-c2c(O)ccc(O)c2C(=O)c13.Cl,1123657,1987,543512,1192297,0,http://www.openphacts.org/units/Nanomolar,35197,=,1,1,=,IC50,nM,930.0,386,Mus musculus,10090,IC50,M,65,9.3E-7
32083,670668,B,190,19,assay format,CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(C)c1O,1123038,1985,23228,23228,0,http://www.openphacts.org/units/Nanomolar,31263,=,1,1,=,IC50,nM,19.0,339,Rattus norvegicus,10116,IC50,uM,65,0.019
32088,650180,B,190,19,assay format,COc1cc2nc(C(=O)c3ccccc3)cn2c2ccc(C(C)C)cc12,1124258,1988,21222,21222,0,http://www.openphacts.org/units/Nanomolar,26231,=,1,1,=,IC50,nM,10.0,1907607,Rattus norvegicus,10116,IC50,nM,65,10.0
32090,650180,B,190,19,assay format,CC(C)OC(=O)c1cn2c(n1)sc1ccccc12,1124258,1988,21087,21087,0,http://www.openphacts.org/units/Nanomolar,26241,=,1,1,=,IC50,nM,160.0,1907607,Rattus norvegicus,10116,IC50,nM,65,160.0
32098,761371,F,190,19,assay format,S=C(NCN1CCOCC1)Nc1ccc(Br)cn1,1131738,1999,296346,296346,0,http://www.openphacts.org/units/Nanomolar,66206,=,1,1,=,IC50,nM,3800.0,612558,,,IC50,uM,65,3.8
32102,761371,F,190,19,assay format,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,1131738,1999,129,129,0,http://www.openphacts.org/units/Nanomolar,66201,=,1,1,=,IC50,nM,4.0,612558,,,IC50,uM,65,0.004
32103,756997,F,190,19,assay format,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,1131738,1999,129,129,0,http://www.openphacts.org/units/Nanomolar,66201,=,1,1,=,IC50,nM,150.0,612558,,,IC50,uM,65,0.15
32104,761369,F,190,19,assay format,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,1131738,1999,129,129,0,http://www.openphacts.org/units/Nanomolar,66201,=,1,1,=,IC50,nM,6.0,612558,,,IC50,uM,65,0.006
32105,759380,F,190,19,assay format,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,1131738,1999,129,129,0,http://www.openphacts.org/units/Nanomolar,66201,=,1,1,=,IC50,nM,4.0,612558,,,IC50,uM,65,0.004
32111,671073,B,190,219,cell-based format,c1cnc(N2CCN(Cc3cccc4c3Cc3ccccc3-4)CC2)nc1,1130912,1998,303519,303519,0,http://www.openphacts.org/units/Nanomolar,108659,=,1,1,=,IC50,nM,9800.0,217,Homo sapiens,9606,IC50,nM,65,9800.0
32112,670427,B,190,219,cell-based format,c1cnc(N2CCN(Cc3cccc4c3Cc3ccccc3-4)CC2)nc1,1130912,1998,303519,303519,0,http://www.openphacts.org/units/Nanomolar,108659,=,1,1,=,IC50,nM,5600.0,234,Homo sapiens,9606,IC50,nM,65,5600.0
32113,676182,B,190,219,cell-based format,c1cnc(N2CCN(Cc3cccc4c3Cc3ccccc3-4)CC2)nc1,1130912,1998,303519,303519,0,http://www.openphacts.org/units/Nanomolar,108659,=,1,1,=,IC50,nM,20.0,219,Homo sapiens,9606,IC50,nM,65,20.0
32117,642849,B,190,251,microsome format,COc1cc(OC)c(NC(=O)N(c2ccccc2)c2nnn(CCCCCCCCOC3CCCCO3)n2)c(OC)c1,1151014,1996,48946,48946,0,http://www.openphacts.org/units/Nanomolar,82374,=,1,1,=,IC50,nM,41.0,285,Rattus norvegicus,10116,IC50,uM,65,0.041
32120,675440,B,190,357,single protein format,O=P(O)(O)C(Cc1ccc2ccccc2c1)N[C@@H](Cc1ccc(-c2ccccc2)cc1)c1nnn[nH]1,1129909,1997,415967,415967,0,http://www.openphacts.org/units/Nanomolar,7029,=,1,1,=,IC50,nM,45.0,4791,Homo sapiens,9606,IC50,nM,65,45.0
32121,754363,B,190,357,single protein format,O=P(O)(O)C(Cc1ccc2ccccc2c1)N[C@@H](Cc1ccc(-c2ccccc2)cc1)c1nnn[nH]1,1129909,1997,415967,415967,0,http://www.openphacts.org/units/Nanomolar,7029,=,1,1,=,IC50,nM,6.9,1944,Homo sapiens,9606,IC50,nM,65,6.9
32123,641889,B,190,219,cell-based format,COc1ccc(-c2nc(SCCCCCN(CCCn3ccnc3)C(=O)NC(C)C)[nH]c2-c2ccc(OC)cc2)cc1,1128039,1995,50381,50381,0,http://www.openphacts.org/units/Nanomolar,82704,=,1,1,=,IC50,nM,5500.0,4464,Mus musculus,10090,IC50,uM,65,5.5
32124,638624,B,190,251,microsome format,CN(C)c1ccc(-c2nc(SCCCCCN(CCCCCSc3nc(-c4ccccc4)c(-c4ccccc4)[nH]3)C(=O)Nc3ccc(F)cc3F)[nH]c2-c2ccc(N(C)C)cc2)cc1,1128039,1995,431940,431940,0,http://www.openphacts.org/units/Nanomolar,82690,=,1,1,=,IC50,nM,3.0,285,Rattus norvegicus,10116,IC50,uM,65,0.003
32125,641889,B,190,219,cell-based format,CN(C)c1ccc(-c2nc(SCCCCCN(CCCCCSc3nc(-c4ccccc4)c(-c4ccccc4)[nH]3)C(=O)Nc3ccc(F)cc3F)[nH]c2-c2ccc(N(C)C)cc2)cc1,1128039,1995,431940,431940,0,http://www.openphacts.org/units/Nanomolar,82690,=,1,1,=,IC50,nM,450.0,4464,Mus musculus,10090,IC50,uM,65,0.45
32127,678159,B,190,357,single protein format,COC(=O)CC[C@H](CCO)C[C@@H](C)[C@@H]1CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C(\C)[C@@H](OC)C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O1,1131933,1999,140442,140442,0,http://www.openphacts.org/units/Nanomolar,274303,=,1,1,=,IC50,nM,3.4,1902,Homo sapiens,9606,IC50,nM,65,3.4
32128,699874,F,190,19,assay format,COC(=O)CC[C@H](CCO)C[C@@H](C)[C@@H]1CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C(\C)[C@@H](OC)C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O1,1131933,1999,140442,140442,0,http://www.openphacts.org/units/Nanomolar,274303,=,1,1,=,IC50,nM,200.0,612545,,,IC50,nM,65,200.0
32130,681849,B,190,357,single protein format,N=C(N)N1CCC[C@H](NC(=O)CNC(=O)[C@@H](CCNC(=O)c2ccc3ccccc3n2)NS(=O)(=O)Cc2ccccc2)C1O,1131910,1999,117716,117716,0,http://www.openphacts.org/units/Nanomolar,220189,=,1,1,=,IC50,nM,44.4,244,Homo sapiens,9606,IC50,nM,65,44.4
32131,815798,B,190,357,single protein format,N=C(N)N1CCC[C@H](NC(=O)CNC(=O)[C@@H](CCNC(=O)c2ccc3ccccc3n2)NS(=O)(=O)Cc2ccccc2)C1O,1131910,1999,117716,117716,0,http://www.openphacts.org/units/Nanomolar,220189,=,1,1,=,IC50,nM,1270.0,204,Homo sapiens,9606,IC50,nM,65,1270.0
32132,764384,B,190,357,single protein format,N=C(N)N1CCC[C@H](NC(=O)CNC(=O)[C@@H](CCNC(=O)c2ccc3ccccc3n2)NS(=O)(=O)Cc2ccccc2)C1O,1131910,1999,117716,117716,0,http://www.openphacts.org/units/Nanomolar,220189,=,1,1,=,IC50,nM,1440.0,1801,Homo sapiens,9606,IC50,nM,65,1440.0
32133,820684,B,190,357,single protein format,N=C(N)N1CCC[C@H](NC(=O)CNC(=O)[C@@H](CCNC(=O)c2ccc3ccccc3n2)NS(=O)(=O)Cc2ccccc2)C1O,1131910,1999,117716,117716,0,http://www.openphacts.org/units/Nanomolar,220189,=,1,1,=,IC50,nM,59.2,209,Homo sapiens,9606,IC50,nM,65,59.2
32134,748168,B,190,221,tissue-based format,C/C(C#Cc1ccccc1)=C/CO/N=C1/CN2CCC1C2,1128636,1995,345415,345415,0,http://www.openphacts.org/units/Nanomolar,309730,=,1,1,=,IC50,nM,181.0,1907609,Rattus norvegicus,10116,IC50,nM,65,181.0
32135,748601,B,190,221,tissue-based format,C/C(C#Cc1ccccc1)=C/CO/N=C1/CN2CCC1C2,1128636,1995,345415,345415,0,http://www.openphacts.org/units/Nanomolar,309730,=,1,1,=,IC50,nM,1.07,1907609,Rattus norvegicus,10116,IC50,nM,65,1.07
32143,760426,B,190,19,assay format,COc1cc(C)cc2c1Oc1ccc([C@H](CC(C)C)OC(C)=O)c(OC)c1C(=O)OC2,1150035,1993,326085,326085,0,http://www.openphacts.org/units/Nanomolar,216399,=,1,1,=,IC50,nM,21000.0,3996,Rattus norvegicus,10116,IC50,uM,65,21.0
32152,705239,B,190,357,single protein format,CCc1ccc(CC[C@@H]2CCC(C)(C)[C@H](OC)[C@H]2Cn2cncn2)cc1,1151576,1994,54768,54768,0,http://www.openphacts.org/units/MicrogramPerMilliliter,320478,=,1,1,=,IC50,ug.mL-1,0.01,3849,Homo sapiens,9606,IC50,ug ml-1,274,0.01
32161,757672,F,190,219,cell-based format,COC(=O)c1c(C(F)(F)F)[nH]c2c1C13CC1CN(C(=O)c1cc4cc(NC(=O)c5cc6ccccc6[nH]5)ccc4[nH]1)C3=CC2=O,1130467,1997,296415,296415,0,http://www.openphacts.org/units/MicrogramPerMilliliter,75542,=,1,1,=,IC50,ug.mL-1,0.00086,389,Mus musculus,10090,IC50,ng ml-1,274,0.86
32165,763424,B,190,357,single protein format,CCC(C)[C@H](NC(=O)[C@@H]1CCCN1[P@@](=O)(OC)[C@@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)OC(C)(C)C)C(=O)NCC(C)C,1126452,1992,9650,9650,0,http://www.openphacts.org/units/MicrogramPerMilliliter,5875,=,1,1,=,IC50,ug.mL-1,30.0,243,Human immunodeficiency virus 1,11676,IC50,ug ml-1,274,30.0
32166,763424,B,190,357,single protein format,CCC(C)[C@H](NC(=O)[C@@H]1CCCN1[P@@](=O)(OC)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)OC(C)(C)C)C(=O)NCC(C)C,1126452,1992,273396,273396,0,http://www.openphacts.org/units/MicrogramPerMilliliter,5874,=,1,1,=,IC50,ug.mL-1,93.0,243,Human immunodeficiency virus 1,11676,IC50,ug ml-1,274,93.0
32169,818975,B,190,19,assay format,COc1cc2c(cc1O)CCCc1cc(OC)c(OC)c(OC)c1-2,1125985,1991,79591,79591,0,http://www.openphacts.org/units/Nanomolar,146233,=,1,1,=,IC50,nM,5300.0,2094134,Bos taurus,9913,IC50,M,65,0.0000053
32172,688274,F,190,219,cell-based format,CCN(C(C)C)S(=O)(=O)CC[C@@H]1O[C@@H]1[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)(C)S(C)(=O)=O,1130577,1997,86971,86971,0,http://www.openphacts.org/units/Nanomolar,161347,=,1,1,=,IC50,nM,10.9,614806,Homo sapiens,9606,IC50,nM,65,10.9
32174,688273,F,190,219,cell-based format,CC(C)C(NC(=O)C[C@@H]1O[C@@H]1[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1)C(C)C,1130577,1997,312911,312911,0,http://www.openphacts.org/units/Nanomolar,161344,=,1,1,=,IC50,nM,20.0,614806,Homo sapiens,9606,IC50,nM,65,20.0
32178,681645,B,190,223,protein complex format,CSCC[C@H](NC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@@H](N)CS)C(C)C)C(=O)O,1127275,1994,78855,78855,0,http://www.openphacts.org/units/Nanomolar,337402,=,1,1,=,IC50,nM,5200.0,2095197,Rattus norvegicus,10116,IC50,nM,65,5200.0
32191,768220,F,190,218,organism-based format,O=C(O)COc1c(F)cc(SCCNS(=O)(=O)c2ccc(Cl)cc2)cc1F,1130537,1997,312763,312763,0,http://www.openphacts.org/units/Nanomolar,145787,=,1,1,=,IC50,nM,340.0,374,Oryctolagus cuniculus,9986,IC50,M,65,3.4E-7
32196,689457,F,190,219,cell-based format,COc1ccc(-c2cc(Oc3ccc([N+](=O)[O-])cc3)nnc2-c2ccc(OC)cc2)cc1,1133942,2001,76526,76526,0,http://www.openphacts.org/units/Nanomolar,138827,=,1,1,=,IC50,nM,630.0,383,Homo sapiens,9606,IC50,uM,65,0.63
32198,819943,B,190,357,single protein format,Cc1cc(COc2ccc(N3CC[C@H]([C@H](NC(=O)c4ccccc4)C(=O)NO)C3=O)cc2)c2ccccc2n1,1136542,2003,302455,302455,0,http://www.openphacts.org/units/Nanomolar,108978,=,1,1,=,IC50,nM,1.0,3332,Sus scrofa,9823,IC50,nM,65,1.0
32202,702320,F,190,221,tissue-based format,Cc1cc(COc2ccc(N3CC[C@H]([C@H](NC(=O)c4ccccc4)C(=O)NO)C3=O)cc2)c2ccccc2n1,1136542,2003,302455,302455,0,http://www.openphacts.org/units/Nanomolar,108978,=,1,1,=,IC50,nM,9100.0,3706,Homo sapiens,9606,IC50,uM,65,9.1
32207,702320,F,190,221,tissue-based format,COC(=O)N[C@H](C(=O)NO)[C@H]1CCN(c2ccc(OCc3cc(C)nc4ccccc34)cc2)C1=O,1136542,2003,60373,60373,0,http://www.openphacts.org/units/Nanomolar,108974,=,1,1,=,IC50,nM,2650.0,3706,Homo sapiens,9606,IC50,uM,65,2.65
32208,765688,B,190,224,protein format,COc1ccc2c(Cc3c(Cl)c[n+]([O-])cc3Cl)nnc(-c3nccs3)c2c1,1136125,2003,79902,79902,1,http://www.openphacts.org/units/Nanomolar,147705,=,1,1,=,IC50,nM,4.0,2093863,Homo sapiens,9606,IC50,nM,65,4.0
32209,768609,B,190,224,protein format,COc1ccc2c(Cc3c(Cl)c[n+]([O-])cc3Cl)nnc(-c3nccs3)c2c1,1136125,2003,79902,79902,1,http://www.openphacts.org/units/Nanomolar,147705,=,1,1,=,IC50,nM,3.981,2093863,Homo sapiens,9606,Log IC50,,65,-8.4
32210,765688,B,190,224,protein format,COc1ccc2c(c1OC1CCCC1)CN(C(C)=O)N=C2Cc1c(Cl)cncc1Cl,1136125,2003,421343,421343,1,http://www.openphacts.org/units/Nanomolar,147704,=,1,1,=,IC50,nM,30.0,2093863,Homo sapiens,9606,IC50,nM,65,30.0
32211,768609,B,190,224,protein format,COc1ccc2c(c1OC1CCCC1)CN(C(C)=O)N=C2Cc1c(Cl)cncc1Cl,1136125,2003,421343,421343,1,http://www.openphacts.org/units/Nanomolar,147704,=,1,1,=,IC50,nM,30.2,2093863,Homo sapiens,9606,Log IC50,,65,-7.52
32212,765688,B,190,224,protein format,COc1ccc2c(c1)CN(C(N)=O)N=C2Cc1c(Cl)cncc1Cl,1136125,2003,82934,82934,1,http://www.openphacts.org/units/Nanomolar,147711,=,1,1,=,IC50,nM,36.0,2093863,Homo sapiens,9606,IC50,nM,65,36.0
32213,768609,B,190,224,protein format,COc1ccc2c(c1)CN(C(N)=O)N=C2Cc1c(Cl)cncc1Cl,1136125,2003,82934,82934,1,http://www.openphacts.org/units/Nanomolar,147711,=,1,1,=,IC50,nM,36.31,2093863,Homo sapiens,9606,Log IC50,,65,-7.44
32232,656173,F,190,219,cell-based format,CC(/C=C/C(F)=C(/C)c1cc(C(C)(C)C)cc(C(C)(C)C)c1OCC(F)F)=C\C(=O)O,1136440,2003,111217,111217,0,http://www.openphacts.org/units/Nanomolar,251326,=,1,1,=,IC50,nM,6.8,2061,Homo sapiens,9606,IC50,nM,65,6.8
32253,681468,B,190,223,protein complex format,CCCC[C@@H](C)/C=C(C)/C=C(\C)C(=O)NC1=C[C@@](O)(/C=C/C=C/C=C/C(=O)NC2=C(O)CCC2=O)[C@@H]2O[C@@H]2C1=O,1136425,2003,285848,285848,0,http://www.openphacts.org/units/Nanomolar,60072,=,1,1,=,IC50,nM,11900.0,2094108,Homo sapiens,9606,IC50,uM,65,11.9
32254,811886,B,190,357,single protein format,O=C(NO)[C@H]1CCC[C@@H]1C(=O)Nc1ccc(OCc2ccccc2)cc1,1136470,2003,342713,342713,0,http://www.openphacts.org/units/Nanomolar,261096,=,1,1,=,IC50,nM,110.0,3332,Sus scrofa,9823,IC50,uM,65,0.11
32260,674637,B,190,357,single protein format,Cc1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]1,1134862,2002,68920,68920,0,http://www.openphacts.org/units/Nanomolar,119482,=,1,1,=,IC50,nM,41.0,203,Homo sapiens,9606,IC50,uM,65,0.041
32262,816964,B,190,19,assay format,Cc1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]1,1134862,2002,68920,68920,0,http://www.openphacts.org/units/Nanomolar,119482,=,1,1,=,IC50,nM,16500.0,279,Homo sapiens,9606,IC50,uM,65,16.5
32263,621151,F,190,219,cell-based format,Cc1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]1,1134862,2002,68920,68920,0,http://www.openphacts.org/units/Nanomolar,119482,=,1,1,=,IC50,nM,300.0,203,Homo sapiens,9606,IC50,uM,65,0.3
32264,845865,F,190,219,cell-based format,Cc1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]1,1134862,2002,68920,68920,0,http://www.openphacts.org/units/Nanomolar,119482,=,1,1,=,IC50,nM,300.0,1824,Homo sapiens,9606,IC50,uM,65,0.3
32265,615325,F,190,219,cell-based format,Cc1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]1,1134862,2002,68920,68920,0,http://www.openphacts.org/units/Nanomolar,119482,=,1,1,=,IC50,nM,7820.0,203,Homo sapiens,9606,IC50,uM,65,7.82
32266,615491,F,190,219,cell-based format,Cc1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]1,1134862,2002,68920,68920,0,http://www.openphacts.org/units/Nanomolar,119482,=,1,1,=,IC50,nM,2500.0,1824,Homo sapiens,9606,IC50,uM,65,2.5
32267,674637,B,190,357,single protein format,Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,1134862,2002,69960,69960,0,http://www.openphacts.org/units/Nanomolar,119494,=,1,1,=,IC50,nM,170.0,203,Homo sapiens,9606,IC50,uM,65,0.17
32270,621151,F,190,219,cell-based format,Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,1134862,2002,69960,69960,0,http://www.openphacts.org/units/Nanomolar,119494,=,1,1,=,IC50,nM,40.0,203,Homo sapiens,9606,IC50,uM,65,0.04
32271,683802,F,190,219,cell-based format,Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,1134862,2002,69960,69960,0,http://www.openphacts.org/units/Nanomolar,119494,=,1,1,=,IC50,nM,400.0,1824,Homo sapiens,9606,IC50,uM,65,0.4
